Feature ID	Epic	Feature Name	Category	Architecture Layer	Type	Problem	Solution	Implementation Notes	Requirements	Original Priority	Final Priority	Build Wave	Cycle	Complexity	Implementation Repo	Research Linkage	Validation Metric	Dependencies	Critical Path	Status	Owner	Frontend Impl.	Source URL	Agent Notes
F-047	Assessment & Practice Tools	Smart Mark (AI Marking)	Assessment	Assessment	Backend + Integration	Students need instant, exam-specific feedback on answers.	Compare student answer to mark scheme using LLM; return marks + feedback.	Prompt engineering; score extraction; store attempt.	Mark scheme DB; LLM API.	P0	P0	Wave 2 - Learner & Assessment	Cycle 1	High	syllabai-core	Paper B §3.4; calibration	Cohen's kappa >= 0.60 vs human double-marking (gate F-161) + rubric-point coverage	F-144; F-153; F-142; F-148	Yes	In Progress	Unassigned	Yes		T-029 MERGED 2026-09-07 (session 16, after the user-mandated pre-merge audit): the Smart Mark review surface is complete end-to-end. Backend pipeline since T-021/T-022 on main (candidate generation -> deterministic validation -> append-only results; PROVIDER_UNAVAILABLE fails honestly; marks drive evidence only when the k>=0.60 gate has passed, fail-closed otherwise). Merged: core PR #7 fast-forward ab7a52b -> c7d22b9 (post-merge CI 34094254832: 240/240 tests incl. the audit-added TeacherRouteSecurityIT 3/3 real-HTTP JWT RBAC proof) + web PR #3 fast-forward 18543d2 -> 2c404a4 (post-merge CI 34094459463: lint + type-checked build). The teacher UI renders the queue, runs Smart Mark per answer, shows failure reasons verbatim (never fabricated scores). Remaining: pilot-time browser verification of the marking flow against the live backend; real-LLM agreement calibration (kappa >= 0.60 on double-marked data) is the release gate and still requires human markers. κ per-paper scoping UI + queue pagination noted as future work (audit class C). | ADR-016 (2026-09-07): Cross-surface integration — Smart Mark auto-logs attempt/evidence with AI execution metadata; AI marks are calibration evidence, never automatically human truth.
F-048	Assessment & Practice Tools	Handwritten Answer Recognition	Assessment	Assessment	Backend + Integration	Students often write on paper; upload photo.	Use OCR + LLM to extract text; then Smart Mark.	Tesseract or cloud OCR; image preprocessing.	OCR service.	P1	P2	Wave 2 - Learner & Assessment	Cycle 2+	High	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012).
F-049	Assessment & Practice Tools	Target Test (Personalized Quiz)	Assessment	Assessment	Backend + Integration	Students want custom practice on weak topics.	Generate quiz from question bank filtered by KG weak nodes, difficulty, length.	Query builder; select random questions; compile PDF + interactive UI.	Tagged question bank.	P1	P1	Wave 2 - Learner & Assessment	Cycle 2+	Medium	syllabai-core	Paper B assessment/intervention design	feature acceptance criteria	F-138; F-152	No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012).
F-050	Assessment & Practice Tools	Test Builder (Teacher Tool)	Assessment	Assessment	Backend + Integration	Teachers create custom tests quickly.	UI for teachers to select topics/difficulty; generate print-friendly PDF.	Similar to Target Test but teacher-facing; plus answer key.	Question bank.	P1	P1	Wave 2 - Learner & Assessment	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012). | ADR-016 (2026-09-07): Cross-surface integration (P0 aspect within this P1 feature) — Test Builder/Target Test submissions auto-log each canonical question attempt; the source test is provenance, not a new question identity.
F-051	Assessment & Practice Tools	Mock Exam Generator (Exam Blueprint)	Assessment	Assessment	Backend + Integration	Current backlog row is too coarse and treats mock creation mainly as historical weighting + generation.	Extend F-051 into a versioned exam-blueprint registry plus constrained paper assembly and fidelity validation.	Use Board→Qualification→Subject→CurriculumVersion→PaperCode→PaperType/Variant→BlueprintVersion; preserve official-vs-inferred rule provenance; select validated Question/QuestionPart/AssessmentBlock candidates; validate hard constraints separately from soft objectives; render interactive/PDF output; feed attempts into Learning Evidence.	Versioned blueprint; validated question bank; assessment blocks; solver strategy; fidelity report; provenance; evidence integration.	P2	P1 (long-term high-value)	Wave 5 - Advanced Intelligence	Cycle 2+	High	syllabai-core	Exam authenticity, assessment validity, learning evidence	Blueprint fidelity by component + hard-constraint pass rate + generation validity	F-028; F-047; F-049; F-050; F-053; F-055; F-168	No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012). | ADR-018 (2026-09-07): Extended into a blueprint-driven Mock Exam Generator — versioned blueprint registry (Board→Qualification→Subject→CurriculumVersion→PaperCode→PaperType/Variant→BlueprintVersion), constrained paper assembly over validated Question/QuestionPart/AssessmentBlock candidates, hard constraints separately enforced from soft objectives, component-level fidelity validation; attempts feed the existing Learning Evidence substrate (canonical: MOCK_EXAM_GENERATOR_ARCHITECTURE.md; supporting rows F-171–F-176 synced 2026-09-08).
F-052	Assessment & Practice Tools	Mock Drop (Time-Limited Event)	Engagement	Product	Backend + Integration	Create urgency, simulate real exam window.	Offer unseen mock papers for 2 weeks; after deadline, provide predicted grade.	Event table; grade boundaries; email notifications.	Mock generator.	P2	P2	Wave 5 - Advanced Intelligence	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-053	Assessment & Practice Tools	Timed Exam Mode	Assessment	Assessment	Backend + Integration	Practice time management.	Countdown timer; auto-submit; log time per question.	Frontend timer; backend submission.	N/A	P1	P1	Wave 2 - Learner & Assessment	Cycle 1	Low	syllabai-core	Paper B Type 3b procedural-fluency gap	feature acceptance criteria	F-153	No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012).
F-054	Assessment & Practice Tools	Spaced Repetition Scheduler	Learning	Learner/Research	Backend + Integration	Students forget flagged questions.	Schedule reviews at optimal intervals (1,3,7,14,30 days).	Background job; store next_review date on attempts.	Attempt logs.	P2	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Partial		Repo remapped v2 (4-repo plan, ADR-012). | ADR-016 (2026-09-07): Redesign — fixed 1/3/7/14/30-day intervals are the MVP fallback only; long-term scheduling weighs evidence, mastery, confidence, difficulty, retrieval history; the scheduler never mutates immutable attempts.
F-055	Assessment & Practice Tools	Question Attempt Logger	Tracking	Learner/Research	Backend + Integration	Students lose track of what they’ve solved.	Log each attempt: score, time, confidence, flag.	API endpoint; frontend buttons.	PostgreSQL table.	P0	P0	Wave 3 - Tutor & Diagnostics	Cycle 1	Low	syllabai-core	Paper B §3.5; research telemetry	feature acceptance criteria		Yes	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012). | ADR-016 (2026-09-07): Promoted to foundational evidence subsystem — immutable attempt evidence across all question sources is the canonical bridge to AssessmentEvidence/learner model/diagnosis/recommendations/teacher analytics (canonical: QUESTION_ATTEMPT_AND_LEARNING_EVIDENCE.md).
F-056	Assessment & Practice Tools	Problem Flagging & Doubt Tracking	Tracking	Learner/Research	Backend + Integration	Note which questions are difficult, include doubt type.	UI: flag icon, doubt type selector; store in attempt table.	Same as attempt logger.	N/A	P0	P0	Wave 3 - Tutor & Diagnostics	Cycle 1	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012). | ADR-016 (2026-09-07): Core learner review state — problematic/doubt/self-doubt flags are mutable review state around immutable attempts; evidence, not deterministic mastery penalties (the old -0.02/+0.01 rule is rejected).
F-057	Assessment & Practice Tools	Resolved / Unresolved Status	Tracking	Learner/Research	Backend + Integration	Mark when problem is understood.	“Resolved” button clears flag; adds proficiency bonus.	Update resolved column.	N/A	P1	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012). | ADR-016 (2026-09-07): Review lifecycle — resolution clears urgent review state but does not prove mastery; history preserved, later review re-entry allowed.
F-058	Assessment & Practice Tools	Already Solved Indicator	UI	Experience	Frontend	Avoid repeating same question unintentionally.	Display badge “Attempted on [date]” when viewing question.	Check attempt table; small UI component.	Attempt logs.	P1	P0.5	Wave 0 - Foundations	Cycle 2+	Low	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		ADR-016 (2026-09-07): Core UX — prior attempts across all sources via canonical question identity (last/best/count + skipped parts); a completed-paper state must never fabricate question-level attempts.
F-059	Assessment & Practice Tools	Review Hub Dashboard	UI	Experience	Frontend	Central place to see problematic questions, due reviews, weak topics.	Tabbed interface showing lists from attempts and KG.	Aggregated API; frontend cards/filters.	Attempt & KG APIs.	P1	P0.5	Wave 4 - Teacher & Analytics	Cycle 2+	Medium	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		ADR-016 (2026-09-07): Core student experience — subject-scoped Review Hub over unresolved problems, attempt history, measured weak areas, due reviews; measured facts stay separate from recommendations.
F-060	Student Dashboard & Learning Tools	Personal Dashboard	UI	Experience	Frontend	Students need overview of progress, recommendations, recent activity.	Cards: KG summary, due reviews, next steps, predicted grade.	Aggregated API; React components.	KG, attempts, recommendations.	P0	P0	Wave 4 - Teacher & Analytics	Cycle 1	Medium	syllabai-web		automated UI tests + accessibility checks		No	In Progress	Unassigned	Yes		T-028 MERGED 2026-09-07 (session 15, user-authorized 'OKAY PROCEED'): web PR #2 merged (fast-forward 3402230 -> 18543d2; post-merge CI 34053451121 SUCCESS). New default Dashboard tab over REAL read-model data only: mastery summary (band chips + avg effective mastery + as-of), due reviews (overdue-first + Practise CTA), focus areas (lowest MEASURED mastery - labeled facts, NOT recommendations; the recommendation package stays empty), misconception watch, recent activity, predicted grade = explicit not-implemented state (never a fabricated number), dashboard -> practice topic deep links with honest empty states. Pilot-time browser verification against the live backend remains open (tracked, not blocking) - status stays In Progress.
F-061	Student Dashboard & Learning Tools	Progress Visualizations (Charts)	Analytics	Learner/Research	Backend + Integration	See improvement over time, topic mastery.	Line charts (performance trend), bar charts (topic proficiency).	Chart.js / Recharts; data from analytics endpoints.	Historical attempts.	P1	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012).
F-062	Student Dashboard & Learning Tools	Study Planner (Calendar)	Planning	Teacher/Product	Backend + Integration	Plan revision schedule based on exam date and KG.	AI suggests daily/weekly topics; user can drag events.	React Big Calendar; backend scheduling algorithm.	Exam date input, KG.	P2	P2	Wave 4 - Teacher & Analytics	Cycle 2+	Medium	syllabai-core	Learning strategy / product layer	feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-063	Student Dashboard & Learning Tools	Predicted Grade Display	Motivation	Learner/Research	Backend + Integration	Know current standing relative to target.	Use proficiency and past performance to estimate grade (A*–U).	Regression model using historical grade boundaries.	Grade boundary data.	P1	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-064	Student Dashboard & Learning Tools	Streak Counter & Gamification	Engagement	Product	Backend + Integration	Encourage daily usage.	Track consecutive days with activity; display badge.	Redis counter; frontend component.	N/A	P2	P2	Wave 5 - Advanced Intelligence	Cycle 2+	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-065	Student Dashboard & Learning Tools	Badges & Achievements	Gamification	Product	Full Stack	Reward milestones (10 mastered topics, 30-day streak).	Define badge rules; award when triggers met; show in profile.	Badge table; condition evaluator.	N/A	P2	P2	Wave 5 - Advanced Intelligence	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-066	Student Dashboard & Learning Tools	Notification Center	UI	Experience	Frontend	Keep students informed about reminders, events.	In-app bell icon with list of notifications; optional email.	Notifications table; background job to create.	N/A	P1	P1	Wave 0 - Foundations	Cycle 2+	Low	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-067	Student Dashboard & Learning Tools	Study Timer (Pomodoro)	Productivity	Product	Backend + Integration	Help students focus.	Embedded timer; log study sessions.	Simple component; store session logs.	N/A	P3	P3	Wave 6 - Platform & Commercial	-	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-068	Teacher Hub (B2B)	Class Creation & Management	Teacher	Teacher/Product	Backend + Integration	Manage student groups.	CRUD classes; add/remove students by email or CSV upload.	Classes table; API; frontend forms.	RBAC.	P0	P0	Wave 4 - Teacher & Analytics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-069	Teacher Hub (B2B)	Class Roster View	Teacher	Teacher/Product	Backend + Integration	See all students in class.	List students; links to individual student dashboards.	Aggregated query.	Class-student mapping.	P0	P0	Wave 4 - Teacher & Analytics	Cycle 2+	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-070	Teacher Hub (B2B)	Assignment Creator	Teacher	Teacher/Product	Backend + Integration	Assign resources (notes, quizzes, past papers) to class/individual.	Teacher selects resource, due date; students see on dashboard.	Assignment table; notification system.	Resources exist.	P1	P1	Wave 4 - Teacher & Analytics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-071	Teacher Hub (B2B)	Assignment Submissions View	Teacher	Teacher/Product	Backend + Integration	Grade and give feedback on student work.	List submissions; inline grading (for subjective questions).	Similar to submission inbox; integration with Smart Mark.	Smart Mark API.	P1	P1	Wave 4 - Teacher & Analytics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-072	Teacher Hub (B2B)	Class Knowledge Graph Heatmap	Analytics	Learner/Research	Backend + Integration	See which topics the whole class struggles with.	Aggregate student KGs; color-coded nodes.	Backend aggregation; frontend same graph component.	Student KG data.	P1	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	Medium	syllabai-core	Paper B teacher-facing KG heatmap	feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012).
F-073	Teacher Hub (B2B)	Early Warning System (At-Risk Students)	Analytics	Learner/Research	Backend + Integration	Identify students falling behind.	Compute risk score based on engagement, proficiency drop, unresolved flags.	ML model or rule-based thresholds.	Interaction logs.	P1	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	Medium	syllabai-core	Paper A Types 4-5; Paper B analytics	precision/recall + expert agreement	F-141	No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012).
F-074	Teacher Hub (B2B)	Teacher Dashboard (Summary)	UI	Experience	Frontend	Quick overview of classes, recent assignments, flagged students.	Cards: alerts, pending grading, class average.	Aggregated API.	N/A	P0	P0	Wave 4 - Teacher & Analytics	Cycle 2+	Low	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-075	Teacher Hub (B2B)	Announcements	Communication	Teacher/Product	Backend + Integration	Send messages to class.	Create announcement; students see in-app and optionally email.	Announcement table; email service.	N/A	P1	P1	Wave 4 - Teacher & Analytics	Cycle 2+	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-076	Teacher Hub (B2B)	Teacher-only Question Bank	Content	Content	Backend + Integration	Teachers can add custom questions not visible to students.	Separate flag teacher_only on questions; hidden from student queries.	Database flag; API filtering.	N/A	P2	P2	Wave 1 - Knowledge & Content	Cycle 2+	Low	syllabai-parser		tagging accuracy + generation coverage		No	Not Started	Unassigned	No		
F-077	Teacher Hub (B2B)	Gradebook Export (CSV/Excel)	Teacher	Teacher/Product	Backend + Integration	Download grades for offline analysis.	Export assignment scores, predicted grades.	Backend CSV generation.	N/A	P1	P1	Wave 4 - Teacher & Analytics	Cycle 2+	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-078	Teacher Hub (B2B)	Class Analytics (Engagement, Performance Trends)	Analytics	Learner/Research	Backend + Integration	See class-level improvement over time.	Line charts of average scores; bar charts of question difficulty.	Data aggregation from attempts.	N/A	P1	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012). | ADR-016 (2026-09-07): Teacher lens — aggregate flags, doubt types, unresolved counts and weak SpecificationPoints for authorized classes with time windows and evidence lineage; no parallel teacher tracking model.
F-079	Teacher Hub (B2B)	Teacher AI Assistant (Lesson Planning)	AI	AI/Tutor	Backend + Integration	Generate lesson plans, worksheets, model answers.	Teacher asks natural language; AI uses KG+resources.	RAG pipeline with teacher-oriented prompt.	LLM API.	P2	P2	Wave 3 - Tutor & Diagnostics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012).
F-080	Admin Tools	Admin Dashboard	Admin	Administration	Backend + Integration	Monitor platform health, user counts, revenue.	Metrics cards, graphs, recent errors.	Aggregated from logs and DB.	Admin role.	P1	P1	Wave 4 - Teacher & Analytics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-081	Admin Tools	User Management (Admin)	Admin	Administration	Backend + Integration	View, suspend, delete users; assign roles.	Admin table with actions.	CRUD API; frontend table.	Admin role.	P0	P0	Wave 0 - Foundations	Cycle 2+	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-082	Admin Tools	Content Moderation (Flagged Content)	Admin	Administration	Backend + Integration	Remove inappropriate user-generated content (forum posts).	Review queue; approve/delete.	Moderation table; workflow.	Forum feature.	P2	P2	Wave 5 - Advanced Intelligence	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-083	Admin Tools	System Configuration (Feature Flags, Limits)	Admin	Administration	Backend + Integration	Change settings without deployment.	Admin panel to toggle features, set rate limits.	Store config in DB; caching.	N/A	P2	P2	Wave 5 - Advanced Intelligence	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-084	Admin Tools	Billing & Subscription Management (Stripe)	Admin	Administration	Backend + Integration	Handle payments for premium plans and school licenses.	Integrate Stripe; manage plans, invoices, webhooks.	Stripe API; subscription table.	Stripe account.	P1	P3	Wave 6 - Platform & Commercial	-	High	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-085	Admin Tools	Analytics Dashboard (Usage, Retention, Revenue)	Admin	Administration	Backend + Integration	Understand business performance.	Charts: DAU, MAU, conversion, churn.	Data warehouse or timescale DB.	Event tracking.	P2	P2	Wave 4 - Teacher & Analytics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-086	Admin Tools	Email Template Management	Admin	Administration	Backend + Integration	Customize notification emails.	Admin editor for email HTML; variables.	Store templates; render with context.	N/A	P3	P3	Wave 6 - Platform & Commercial	-	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		
F-087	Recommendation System	Rule-based Recommendations (MVP)	RecSys	Learner/Research	Backend + Integration	Cold start, no interaction data.	Recommend syllabus order + popular resources among similar students.	Simple association rules: “students who did X did Y”.	Basic interaction logs.	P0	P0	Wave 3 - Tutor & Diagnostics	Cycle 2+	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012). | ADR-017 (2026-09-07): Promoted as the canonical recommendation baseline — candidates from enrolled subject, SpecificationPoints, prerequisite state, weak evidence, unresolved problems, due reviews, exam goals, validated resources; candidate reasons inspectable; learning progress, not engagement.
F-088	Recommendation System	Content-based Filtering	RecSys	Learner/Research	Backend + Integration	Recommend similar resources to what student engaged with.	Use question tags; compute similarity via embedding or topic overlap.	Embedding vectors; nearest neighbor search.	Tagged content, embedding model.	P1	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012). | ADR-017 (2026-09-07): Kept as candidate expansion — metadata/pgvector similarity expands candidates around a diagnosed need within subject/curriculum constraints; similarity is not the final objective.
F-089	Recommendation System	Collaborative Filtering (Matrix Factorization)	RecSys	Learner/Research	Backend + Integration	Use patterns across users to predict preferences.	Train model (e.g., LightFM) on user-resource interactions.	Python ML library; offline training.	Large interaction dataset.	P2	P2	Wave 3 - Tutor & Diagnostics	Cycle 2+	High	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012). | ADR-017 (2026-09-07): Future experiment — collaborative signals only after sufficient interaction data and offline/downstream learning evaluation; can never override prerequisite/safety/subject/teacher hard constraints.
F-090	Recommendation System	Hybrid Recommendation (Cascade)	RecSys	Learner/Research	Backend + Integration	Combine multiple signals for best results.	Rule-based → content-based → collaborative based on data sparsity.	Branching logic in recommendation service.	All previous models.	P2	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	High	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012). | ADR-017 (2026-09-07): Canonical long-term architecture — hybrid cascade: hard constraints, rule candidates, content-based expansion, optional learned ranking, constrained exploration, next-best-action.
F-091	Recommendation System	Exploration (Epsilon-Greedy)	RecSys	Learner/Research	Backend + Integration	Avoid echo chamber, ensure syllabus coverage.	With 10% probability, recommend random untouched topic.	Random sampling from topics with zero attempts.	Attempt logs.	P1	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	No		Repo remapped v2 (4-repo plan, ADR-012). | ADR-016 + ADR-017 (2026-09-07): Recommendation signals require real attempt evidence (low marks, unresolved problems, self-doubt, prerequisite weakness, review due-ness); ADR-017 rejects the hard-coded 10% random epsilon-greedy rule as a product rule — exploration targets uncovered SpecificationPoints within hard constraints.
F-092	Recommendation System	Personalized “Next Steps” (from KG)	RecSys	Learner/Research	Backend + Integration	Tell student exactly what to study next based on weak nodes.	Query KG for weakest node (lowest proficiency) that has prerequisites met.	Graph traversal; proficiency scoring.	KG with proficiency.	P1	P0.5	Wave 3 - Tutor & Diagnostics	Cycle 2+	Medium	syllabai-core	Paper A/ B diagnosis and remediation	feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012). | ADR-017 (2026-09-07): Promoted as the primary learner-facing orchestration — next best learning action (notes, video, questions, Target Test, Tutor, review, assignment) from learner state, diagnosis, prerequisite graph, evidence, goals; recommendations are actions, not just resources. Syllabus completion / goal pacing stays a contextual ranking signal (coverage, mastery, prerequisites, review needs, exam date, study time) — completion means appropriate evidence, not mere exposure.
F-093	Recommendation System	Recommendation Explanations	UI	Experience	Frontend	Build trust; show why item was recommended.	Display “Because you struggled with X” or “Because you watched Y”.	Store reasoning alongside recommendation.	N/A	P2	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	Low	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		ADR-017 (2026-09-07): Promoted in importance — structured evidence-backed reason codes and provenance per recommendation; LLMs never invent learner statistics or causal explanations.
F-094	Data Assistant Tool (DAT) for Teachers	Natural Language Query Interface	DAT	Learner/Research	Backend + Integration	Teachers want insights without SQL.	Input box: “Show me students who struggle with photosynthesis”.	LLM translates to SQL or API calls; return data.	LLM API, well-defined data schema.	P2	P2	Wave 3 - Tutor & Diagnostics	Cycle 2+	High	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012).
F-095	Data Assistant Tool (DAT) for Teachers	Common Misconception Detection	DAT	Learner/Research	Backend + Integration	Identify widespread errors in free-text answers.	Cluster student responses using embeddings; flag frequent wrong answers.	Embedding + clustering (DBSCAN); store misconceptions.	Student answer text.	P2	P2	Wave 3 - Tutor & Diagnostics	Cycle 2+	High	syllabai-core	Paper B BDT	precision/recall + expert agreement	F-140; F-153	No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012).
F-096	Data Assistant Tool (DAT) for Teachers	Automated Report Generation (PDF/Email)	DAT	Learner/Research	Backend + Integration	Save teacher time preparing progress reports.	Click “Generate Report” → PDF with class summary, weak topics.	Report template (LaTeX/HTML to PDF); backend generation.	N/A	P2	P2	Wave 3 - Tutor & Diagnostics	Cycle 2+	Medium	syllabai-core	Repository research: document intelligence	feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012).
F-097	Data Assistant Tool (DAT) for Teachers	“Ask about a Student”	DAT	Learner/Research	Backend + Integration	Quick check on individual student.	Teacher asks: “How is Alex doing in calculus?” → returns proficiency, recent attempts.	Student-specific API; LLM summarizes.	N/A	P2	P2	Wave 3 - Tutor & Diagnostics	Cycle 2+	Medium	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012).
F-098	Data Assistant Tool (DAT) for Teachers	Gap Analysis (Topic-level)	DAT	Learner/Research	Backend + Integration	Show which topics need more teaching.	Aggregate proficiency across class; highlight topics below threshold.	SQL aggregation; data viz.	KG proficiency.	P1	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	Low	syllabai-core		feature acceptance criteria		No	Not Started	Unassigned	Yes		Repo remapped v2 (4-repo plan, ADR-012).
F-099	Frontend & UI/UX Features	Responsive Design (Mobile/Tablet/Desktop)	UI	Experience	Frontend	Students study everywhere.	Use CSS Grid/Flexbox, media queries; mobile-first design.	Tailwind CSS or Bootstrap.	N/A	P0	P0	Wave 0 - Foundations	Cycle 2+	Medium	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-100	Frontend & UI/UX Features	Dark Mode / Light Mode	UI	Experience	Frontend	Reduce eye strain; user preference.	Toggle; system preference detection; CSS variables.	React context; localStorage.	N/A	P2	P2	Wave 5 - Advanced Intelligence	Cycle 2+	Low	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-101	Frontend & UI/UX Features	Accessibility (WCAG 2.1 AA)	UI	Experience	Frontend	Support students with disabilities.	Keyboard navigation, screen reader labels, color contrast, ARIA attributes.	Manual testing; aXe tool.	N/A	P1	P1	Wave 0 - Foundations	Cycle 2+	Medium	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-102	Frontend & UI/UX Features	Onboarding Tutorial (Interactive Guide)	UI	Experience	Frontend	New users learn features quickly.	Step-by-step overlay (e.g., Driver.js) on first login.	Library or custom modals.	N/A	P1	P1	Wave 3 - Tutor & Diagnostics	Cycle 2+	Low	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-103	Frontend & UI/UX Features	Keyboard Shortcuts	UI	Experience	Frontend	Power users navigate faster.	Common actions: Ctrl+K for search, ? for help.	Global event listener.	N/A	P3	P3	Wave 6 - Platform & Commercial	-	Low	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-104	Frontend & UI/UX Features	Loading Skeletons	UI	Experience	Frontend	Improve perceived performance.	Show placeholder cards while data loads.	React loading components.	N/A	P1	P1	Wave 0 - Foundations	Cycle 2+	Low	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
F-105	Frontend & UI/UX Features	In-App Notifications (Toast)	UI	Experience	Frontend	Provide feedback on actions (submit, save).	Use toast library (react-hot-toast).	N/A	P0	Low	P2	Wave 5 - Advanced Intelligence	Cycle 2+	Yes	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned			
F-106	Frontend & UI/UX Features	Undo/Redo for Certain Actions	UI	Experience	Frontend	Accidental deletion of flagged question, etc.	Snackbar with “Undo” after destructive action.	Store last action; revert endpoint.	N/A	P2	P2	Wave 5 - Advanced Intelligence	Cycle 2+	Medium	syllabai-web		automated UI tests + accessibility checks		No	Not Started	Unassigned	Yes		
